date,restaurant_id,dish_id,dish_name,order_type,quantity,unit_price,sales
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,18,8.36,247.68
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,16,14.46,131.84
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,7,8.33,82.04
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,11,13.97,98.23
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,11,9.73,105.82
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,14,8.48,197.54
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,11,14.86,168.74
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,11,17.4,135.63
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,20,13.87,197
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,5,14.66,84.45
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,19,13.19,331.36
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,7,13.6,99.05
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,14,10.83,243.46
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,8,15.53,96.96
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,19,12.32,199.12
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,13,16.81,208.52
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,5,13.44,54.95
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,7,9.86,69.02
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,17,12.35,217.77
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,18,11.07,296.64
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,13,12.63,176.67
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,10,15.62,139.9
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,18,10.4,250.92
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,15,13.18,222.45
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,20,12.44,331
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,10,11.11,132.6
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,7,11.06,122.5
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,17,16.15,172.89
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,15,10.49,241.5
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,15,16.08,180.45
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,9,9.96,97.11
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,9,14.27,143.28
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,5,16.47,86.95
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,17,10.68,298.35
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,17,12.18,305.32
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,7,17.59,64.54
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,10,16.4,137.7
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,9,10.43,141.48
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,9,10.66,122.4
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,9,9.86,76.68
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,11,10.3,165.77
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,13,8.53,154.31
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,7,10.04,84.98
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,14,15.07,250.46
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,15,12.96,156.75
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,13,15.87,146.64
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,15,14.76,187.35
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,17,14.52,249.22
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,16,16.26,201.6
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,5,8.54,57.65
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,7,16.5,65.24
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,17,14.37,217.43
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,13,14.39,226.33
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,13,10.15,157.82
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,12,9.66,100.32
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,8,10.55,98.72
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,11,16.83,176
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,10,8.42,109.2
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,18,12.43,226.08
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,8,16.65,74.96
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,12,11.26,171.84
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,16,14.71,233.12
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,15,12.09,214.05
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,12,10.24,201.48
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,15,8.5,133.2
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,13,17.89,222.56
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,10,15.1,130.1
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,20,16.99,242.2
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,11,9.86,141.9
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,6,15.79,55.74
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,8,8.02,67.28
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,7,15.37,90.37
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,6,11.64,55.62
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,13,11.5,221
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,14,13.8,219.38
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,16,14.18,131.36
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,9,12.73,135.27
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,16,14.16,196.64
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,8,16.02,81.28
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,11,8.45,191.62
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,5,14.28,63.95
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,16,9.24,134.4
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,5,13.95,47.65
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,9,9.09,121.5
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,19,10.88,304.76
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,19,9.1,341.62
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,12,17.66,114.6
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,14,10.46,197.4
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,14,10.49,124.18
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,18,12.25,207.18
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,6,9.76,60.06
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,18,17.68,205.2
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,5,12.19,47.3
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,19,11.26,216.22
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,19,17.4,321.86
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,12,12.05,203.04
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,6,9.44,91.44
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,5,8.08,88
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,18,13.5,151.56
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,5,11.19,87.85
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,7,17.71,61.81
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,7,16.49,87.78
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,11,16.1,194.92
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,11,13.74,113.3
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,12,8.17,199.8
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,13,13.3,199.42
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,15,17.68,250.65
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,18,11.31,291.24
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,19,13.82,187.72
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,8,15.06,82.16
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,9,10.71,107.64
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,13,12.12,172.64
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,15,15.39,206.1
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,9,15.21,99.45
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,7,11.23,77.35
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,6,15.79,53.94
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,12,9.9,142.92
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,16,15.23,163.84
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,11,15.64,88.77
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,20,15.09,233.6
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,14,9.94,210.14
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,5,13.78,67
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,14,9.2,219.94
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,13,10.33,224.77
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,9,8.96,113.58
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,13,12.41,118.43
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,10,11.41,150
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,10,13.52,148
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,12,16.63,206.4
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,20,8.93,288.4
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,16,11.81,145.28
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,17,14.05,199.75
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,16,14.04,207.04
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,12,17.68,188.88
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,12,8.31,180.12
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,6,14.86,91.26
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,7,15.74,98.49
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,11,10.47,159.5
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,20,13.89,359
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,14,14.44,115.92
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,13,15.23,109.59
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,16,15.04,256.16
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,16,16.28,284.64
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,15,13.71,259.65
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,16,12.67,234.24
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,17,16.65,137.19
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,13,11.92,216.97
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,20,13.38,289.6
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,9,14.53,136.89
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,19,9.11,277.78
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,10,12.11,156
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,17,15.88,275.23
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,7,9.21,86.52
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,5,15.4,41.3
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,12,12.36,96.36
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,7,13.9,115.08
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,5,16.15,43.35
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,6,8.49,59.76
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,9,13,108.54
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,10,13.27,114.5
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,19,12.65,245.29
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,20,15.85,177
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,19,9.34,225.34
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,8,9.05,90.88
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,17,11.06,140.76
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,20,12.5,287.2
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,16,11.9,255.68
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,8,17.9,129.36
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,9,8.37,149.85
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,8,17.71,93.44
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,12,16.55,183.48
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,19,15.97,290.89
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,10,11.52,84.9
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,16,9.06,202.72
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,13,16.79,197.86
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,20,9.89,268.2
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,9,15.31,116.1
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,20,10.62,249.8
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,20,12.51,207.8
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,15,14.55,166.05
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,12,11.73,168.48
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,20,15.52,195.4
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,9,15.73,147.78
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,11,8.62,129.8
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,18,14.4,166.14
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,17,16.1,155.04
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,7,13.69,123.34
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,11,10.11,114.29
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,6,10.13,52.56
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,20,13.57,168
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,17,13.3,223.72
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,20,11.74,207
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,15,9.78,223.5
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,9,13.98,96.93
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,20,10.54,260.8
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,8,9.86,76.64
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,11,10.9,128.48
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,19,10.31,337.06
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,9,9.37,91.89
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,19,13.11,215.84
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,5,15.93,68.4
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,13,14.86,209.43
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,16,16.36,231.04
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,6,11.16,105.9
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,20,15.25,316.2
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,7,12.59,70.28
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,9,14.69,91.08
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,15,10.06,157.2
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,7,8.69,79.1
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,16,8.32,222.08
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,19,9.58,269.61
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,6,15.33,59.28
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,16,12.51,184.32
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,18,9.86,254.16
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,11,13.77,132.77
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,17,16.9,270.47
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,5,16.07,66.85
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,5,12,77.95
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,12,15.74,165.48
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,13,10.66,117.78
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,7,8.16,66.22
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,20,15.8,278.6
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,13,14.22,149.37
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,9,9.15,158.22
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,8,16.51,128
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,18,14.11,312.84
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,8,10.14,76.48
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,12,11.7,212.52
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,15,10.1,166.05
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,7,9.01,78.75
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,20,8.38,197.8
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,19,11.69,162.07
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,18,10.86,311.94
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,10,11.84,110.2
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,15,17.09,162.6
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,5,17.12,88.1
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,12,11.42,126.12
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,17,14.23,254.32
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,12,13.7,96.48
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,7,15.51,73.22
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,14,10.29,165.9
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,6,17.18,96.06
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,15,16.33,158.85
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,6,15.21,51.06
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,12,17.26,159
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,7,8.51,96.46
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,16,9.08,158.4
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,7,10.6,109.41
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,7,15.4,56
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,10,9.65,143.3
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,15,11.99,177.45
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,6,17.05,68.22
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,13,14.64,115.18
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,15,10.7,148.8
YYYY-00-DD 00:00:SS,1,6,Biryani,Pickup,11,12.35,127.6
YYYY-00-DD 00:00:SS,1,6,Biryani,Online,5,9.4,57.05
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Walk-in,7,11.29,86.17
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Pickup,15,13.52,185.85
YYYY-00-DD 00:00:SS,1,7,Bulgogi Bowl,Online,8,14.67,122.16
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Walk-in,10,13.66,150.4
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Pickup,10,15.38,110.4
YYYY-00-DD 00:00:SS,1,8,Coconut Curry,Online,10,9.7,161.4
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Walk-in,8,14.43,72.24
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Pickup,14,9.6,193.62
YYYY-00-DD 00:00:SS,1,9,Veg Risotto,Online,13,13.04,141.7
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Walk-in,5,15.51,50.8
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Pickup,16,14.93,191.52
YYYY-00-DD 00:00:SS,1,10,Paneer Tikka,Online,11,13.8,119.35
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Walk-in,18,11.21,145.08
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Pickup,8,16.29,129.68
YYYY-00-DD 00:00:SS,2,1,Butter Chicken,Online,5,9.08,55.1
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Walk-in,9,8.52,153.18
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Pickup,14,15.02,173.04
YYYY-00-DD 00:00:SS,2,2,Tofu Stir Fry,Online,17,12.03,242.08
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Walk-in,7,14.91,66.29
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Pickup,10,17.39,140
YYYY-00-DD 00:00:SS,2,3,Salmon Salad,Online,12,14.62,150.84
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Walk-in,15,17.49,262.8
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Pickup,18,11.12,193.14
YYYY-00-DD 00:00:SS,2,4,Chicken Teriyaki,Online,8,17.96,141.36
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Walk-in,9,15.19,122.4
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Pickup,5,16.92,44.9
YYYY-00-DD 00:00:SS,2,5,Spicy Ramen,Online,6,13.17,100.98
YYYY-00-DD 00:00:SS,2,6,Biryani,Walk-in,8,11.59,130.32
YYYY-00-DD 00:00:SS,2,6,Biryani,Pickup,10,16.87,103.6
YYYY-00-DD 00:00:SS,2,6,Biryani,Online,10,13.43,173.4
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Walk-in,9,9.48,137.43
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Pickup,13,11.95,226.59
YYYY-00-DD 00:00:SS,2,7,Bulgogi Bowl,Online,20,16.34,286
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Walk-in,10,8.1,93.9
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Pickup,12,17.37,212.16
YYYY-00-DD 00:00:SS,2,8,Coconut Curry,Online,13,9.59,173.81
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Walk-in,6,16.14,76.44
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Pickup,5,11.11,46.75
YYYY-00-DD 00:00:SS,2,9,Veg Risotto,Online,11,14.52,157.74
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Walk-in,20,14.4,342
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Pickup,18,15.08,307.8
YYYY-00-DD 00:00:SS,2,10,Paneer Tikka,Online,14,8.52,187.46
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Walk-in,20,12.87,186.8
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Pickup,6,12.49,68.28
YYYY-00-DD 00:00:SS,1,1,Butter Chicken,Online,14,16.43,119.28
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Walk-in,11,14.99,185.02
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Pickup,16,16.54,131.04
YYYY-00-DD 00:00:SS,1,2,Tofu Stir Fry,Online,20,17.67,189
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Walk-in,19,16.04,178.22
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Pickup,13,9.83,148.98
YYYY-00-DD 00:00:SS,1,3,Salmon Salad,Online,7,12.37,112.77
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Walk-in,11,13.94,141.35
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Pickup,18,15.52,315.72
YYYY-00-DD 00:00:SS,1,4,Chicken Teriyaki,Online,12,13.81,134.28
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Walk-in,12,13.56,108.36
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Pickup,10,15.95,131.1
YYYY-00-DD 00:00:SS,1,5,Spicy Ramen,Online,11,17.08,159.28
YYYY-00-DD 00:00:SS,1,6,Biryani,Walk-in,10,15.77,125.9
